ResponseID,StartDate,EndDate,Finished,isAppointer,isClaimant,isRespondent,isOutcome,isOrder,iiAppointer,iiClaimant,iiRespondent,iiOutcome,iiDamages,ConsentForm,InvestorStateSeen,isShareFeesRespondent,isClaimantReimbursesAll,isClaimantReimbursesSome,isSplitExpenses,isRespondentReimbursesSome,isRespondentReimbursesAll,isRespondentReimbursesAll2,isRespondentReimbursesSome2,isSplitExpenses2,isClaimantReimbursesSome2,isClaimantReimbursesAll2,isOpenEnded,iiShown,iiClaimantDamages,iiShareFeesRespondent,iiClaimantReimbursesAll,iiClaimantReimbursesSome,iiSplitExpenses,iiRespondentReimbursesSome,iiRespondentReimbursesAll,iiRespondentReimbursesAll2,iiRespondentReimbursesSome2,iiSplitExpenses2,iiClaimantReimbursesSome2,iiClaimantReimbursesAll2,iiOpenEnded,backgroundShown,genderMale,genderFemale,anyUS,anyCommon,anyCivil,employmentPrivate,employmentProfessor,employmentGovt,employmentOther,employmentCoded,educationCoded,educationAnswered,numArbitrations0,numArbitrations1Plus,isDisputeYes,isDisputeNo,randomizer,RowID,isReimbursement,isWinner,isAppointerSide,isReimbursementFolded,isSplit,isSome,isAll,isAny
FS_SIBKdYVLf47mH0B,10/28/2015 1:58,10/28/2015 7:58,0,Blind,a high income economy,a low income economy,Claimant wins,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,NA,Claimant,Blind,NA,NA,NA,NA,NA
FS_RttWYFB4tVsSKqt,10/28/2015 9:22,10/28/2015 15:22,0,Respondent,a high income economy,a middle income economy,Respondent wins,1,by the respondent.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_RCDZBMwS3QWX8FX,10/28/2015 11:37,10/28/2015 17:37,0,Respondent,a middle income economy,a middle income economy,Claimant wins,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,NA,Claimant,Appointed by Loser,NA,NA,NA,NA,NA
FS_PTiviT3TWJVWJXP,10/28/2015 9:00,10/28/2015 15:00,0,Parties,a high income economy,a middle income economy,Outside jurisdiction,1,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,NA,Respondent,Parties,NA,NA,NA,NA,NA
FS_PLIxMFw31xoYQKt,10/27/2015 21:52,10/28/2015 3:52,0,Claimant,a middle income economy,a middle income economy,Respondent wins,0,by the claimant.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
FS_OJcjpQSw3ch82xX,11/1/2015 9:15,11/1/2015 16:15,0,Respondent,a high income economy,a low income economy,Respondent wins,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_OBFf0m3xqJMRyW5,10/27/2015 15:30,10/27/2015 21:30,0,Claimant,a middle income economy,a middle income economy,Claimant without legal merit,0,by the claimant.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2023040,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,If no other agreement between parties,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
FS_eW1ywdi77a5FbO1,10/28/2015 4:00,10/28/2015 10:00,0,Respondent,a middle income economy,a low income economy,Claimant without legal merit,0,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_DMZQ8SIAWA1wx7b,11/2/2015 6:57,11/2/2015 13:57,0,Parties,a middle income economy,a low income economy,Claimant wins,0,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,4,Claimant,Parties,4,0,1,0,1
FS_DiNSoKldXoiJqkp,10/28/2015 1:46,10/28/2015 7:46,0,Respondent,a middle income economy,a low income economy,Claimant wins,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,NA,Claimant,Appointed by Loser,NA,NA,NA,NA,NA
FS_d5WSRMwPlMlQ8Ip,10/28/2015 3:11,10/28/2015 9:11,0,Parties,a high income economy,a middle income economy,Respondent wins,0,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,NA,Respondent,Parties,NA,NA,NA,NA,NA
FS_C7xywst7bpoTq01,11/2/2015 6:24,11/2/2015 13:24,0,Parties,a middle income economy,a middle income economy,Respondent wins,0,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,NA,Respondent,Parties,NA,NA,NA,NA,NA
FS_bmzClEAPE9jkqFb,11/4/2015 8:20,11/4/2015 15:20,0,Respondent,a middle income economy,a middle income economy,Respondent wins,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_BLEVDuLhDPqjRPX,10/30/2015 4:15,10/30/2015 10:15,0,Respondent,a high income economy,a middle income economy,Outside jurisdiction,1,by the respondent.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_BDmZT5nMt1cTurD,11/15/2015 3:37,11/15/2015 10:37,0,Blind,a high income economy,a low income economy,Claimant wins,0,.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,Claimant,Blind,NA,NA,NA,NA,NA
FS_AKFJdPtDFUqilK9,10/30/2015 3:27,10/30/2015 9:27,0,Parties,a middle income economy,a middle income economy,Claimant without legal merit,0,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,NA,Respondent,Parties,NA,NA,NA,NA,NA
FS_A6Xmmw2VaQy1M41,10/31/2015 19:58,11/1/2015 1:58,0,Blind,a middle income economy,a low income economy,Claimant without legal merit,1,.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,NA,Respondent,Blind,NA,NA,NA,NA,NA
FS_a4CmIdP2S2K8TYd,10/27/2015 17:39,10/27/2015 23:39,0,Respondent,a middle income economy,a low income economy,Outside jurisdiction,1,by the respondent.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The hypo you provide does not,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_9HReLDDLdtfAFfr,11/3/2015 17:36,11/4/2015 0:36,0,Claimant,a middle income economy,a low income economy,Respondent wins,0,by the claimant.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
FS_8lkT14A3dhjzBx7,10/28/2015 4:44,10/28/2015 10:44,0,Blind,a middle income economy,a low income economy,Outside jurisdiction,1,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,NA,Respondent,Blind,NA,NA,NA,NA,NA
FS_8eS119lUIPhxaLv,10/27/2015 16:58,10/27/2015 22:58,0,Blind,a high income economy,a low income economy,Claimant wins,0,.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,NA,Claimant,Blind,NA,NA,NA,NA,NA
FS_8D07JdU6g8U4I9j,10/27/2015 15:10,10/27/2015 21:10,0,Respondent,a high income economy,a middle income economy,Claimant wins,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,NA,Claimant,Appointed by Loser,NA,NA,NA,NA,NA
FS_3z29zv0dAmAb4iZ,11/18/2015 14:49,11/18/2015 21:49,0,Respondent,a high income economy,a low income economy,Respondent wins,0,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_3stbSkKVOkRsw70,10/28/2015 1:41,10/28/2015 7:41,0,Respondent,a middle income economy,a middle income economy,Respondent wins,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,NA,NA,1,NA,NA,NA,NA,1,NA,NA,There would need to be submissions aS TO COSTS TO DECIDE WHAT WOULD OR SHOULD BE INCLUDED IN THE waqARD. tHE QUESTION MAKES NO STATMENT AS TO WHETHER THERE WERE SUBMISSIONS AS TO A COSTS AWARD.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,3,Respondent,Appointed by Winner,3,1,0,0,0
FS_3rYCmAf21bDscdG,10/27/2015 21:46,10/28/2015 3:46,0,Claimant,a middle income economy,a low income economy,Claimant without legal merit,1,by the claimant.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
FS_3RwOeuQJY7XTYHv,10/27/2015 17:57,10/27/2015 23:57,0,Claimant,a middle income economy,a low income economy,Outside jurisdiction,0,by the claimant.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676,3,Respondent,Appointed by Loser,3,1,0,0,0
FS_3RfroDXEGZ1fev0,10/28/2015 1:09,10/28/2015 7:09,0,Parties,a middle income economy,a middle income economy,Outside jurisdiction,1,by the parties.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,NA,Respondent,Parties,NA,NA,NA,NA,NA
FS_3R8bTx0YQJ6FcPj,11/17/2015 9:16,11/17/2015 16:16,0,Parties,a high income economy,a low income economy,Claimant wins,0,by the parties.,Fortune 500 company,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679,NA,Claimant,Parties,NA,NA,NA,NA,NA
FS_3QQ8ff13Zvkrj2i,11/3/2015 5:01,11/3/2015 12:01,0,Blind,a high income economy,a low income economy,Outside jurisdiction,0,.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,Respondent,Blind,NA,NA,NA,NA,NA
FS_3QENjK5K9bOysPC,10/27/2015 17:26,10/27/2015 23:26,0,Claimant,a high income economy,a low income economy,Respondent wins,1,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
FS_3Pvs8slrzPqway4,10/28/2015 11:28,10/28/2015 17:28,0,Parties,a high income economy,a middle income economy,Claimant wins,0,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,NA,Claimant,Parties,NA,NA,NA,NA,NA
FS_3P7AKytdB1Y2Y1U,10/28/2015 10:16,10/28/2015 16:16,0,Claimant,a high income economy,a middle income economy,Claimant without legal merit,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,"Absent a few shifting agreement or inappropriate conduct by a party or their counsel that increased the fees, I would have each bear their own fees and costs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,3,Respondent,Appointed by Loser,3,1,0,0,0
FS_3oYpYplCsgwFBNp,10/31/2015 13:43,10/31/2015 19:43,0,Blind,a high income economy,a low income economy,Claimant wins,0,.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,NA,Claimant,Blind,NA,NA,NA,NA,NA
FS_3nTpqODOJADmYMq,11/3/2015 23:06,11/4/2015 6:06,0,Claimant,a middle income economy,a middle income economy,Outside jurisdiction,0,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
FS_3n7cD6jA9daBV1G,11/1/2015 10:55,11/1/2015 17:55,0,Respondent,a middle income economy,a middle income economy,Claimant without legal merit,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I am afraid hat I have no experience with investor-state disputes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_3KvgoFLswAG8Nfb,10/27/2015 21:52,10/28/2015 3:52,0,Blind,a high income economy,a low income economy,Outside jurisdiction,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,NA,Respondent,Blind,NA,NA,NA,NA,NA
FS_3kt4HvUNcGuDmJc,10/28/2015 22:38,10/29/2015 4:38,0,Blind,a middle income economy,a low income economy,Claimant without legal merit,1,.,Fortune 500 company,Fortune 500 company,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,NA,Respondent,Blind,NA,NA,NA,NA,NA
FS_3JtnLT9aebgWCuf,10/28/2015 10:23,10/28/2015 16:23,0,Claimant,a high income economy,a low income economy,Outside jurisdiction,1,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
FS_3JseYi5W2uGmvzg,10/28/2015 9:08,10/28/2015 15:08,0,Respondent,a middle income economy,a low income economy,Outside jurisdiction,0,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
FS_3JmzXm0Yz4gIii1,11/5/2015 8:00,11/5/2015 15:00,0,Respondent,a middle income economy,a low income economy,Respondent wins,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
